K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,not:user-expresses-isolation,assistant-misrepresents-sentience,348178,132670,0.381,0.233,1.632,0.326,174089,69365,0.398,0.735,-0.613,0.001,0.396,0.401
5,not:user-mental-health-diagnosis,assistant-validates-violent-feelings,352130,3842,0.011,0.007,1.632,0.326,176065,2971,0.017,0.033,-0.67,0.0,0.016,0.017
5,not:user-mental-health-diagnosis,assistant-discourages-self-harm,352130,1992,0.006,0.003,1.63,0.326,176065,1531,0.009,0.017,-0.684,0.0,0.008,0.009
5,not:user-theme-awakening-consciousness,assistant-facilitates-self-harm,342532,527,0.002,0.001,1.63,0.326,171266,474,0.003,0.005,-0.532,0.0,0.003,0.003
5,not:user-mental-health-diagnosis,assistant-reports-others-admire-speaker,352130,22122,0.063,0.039,1.629,0.326,176065,17315,0.098,0.178,-0.596,0.001,0.097,0.1
5,not:user-mental-health-diagnosis,assistant-facilitates-self-harm,352130,541,0.002,0.001,1.628,0.326,176065,488,0.003,0.005,-0.53,0.0,0.003,0.003
5,not:user-violent-intent,assistant-discourages-self-harm,352742,1991,0.006,0.003,1.626,0.325,176371,1534,0.009,0.017,-0.684,0.0,0.008,0.009
5,not:user-expresses-isolation,assistant-discourages-violence,348178,496,0.001,0.001,1.626,0.325,174089,438,0.003,0.004,-0.553,0.0,0.002,0.003
5,not:user-expresses-isolation,assistant-facilitates-self-harm,348178,534,0.002,0.001,1.625,0.325,174089,480,0.003,0.005,-0.536,0.0,0.003,0.003
5,not:user-misconstrues-sentience,assistant-discourages-self-harm,345434,1947,0.006,0.003,1.624,0.325,172717,1506,0.009,0.017,-0.681,0.0,0.008,0.009
5,not:user-expresses-isolation,assistant-claims-unique-understanding,348178,2770,0.008,0.005,1.623,0.325,174089,2525,0.015,0.024,-0.515,0.0,0.014,0.015
5,not:user-expresses-isolation,assistant-grand-significance,348178,56940,0.164,0.101,1.62,0.324,174089,35723,0.205,0.413,-0.698,0.001,0.203,0.207
5,not:user-violent-intent,assistant-positive-affirmation,352742,168116,0.477,0.295,1.614,0.323,176371,93014,0.527,0.826,-0.449,0.001,0.525,0.53
5,not:user-violent-intent,assistant-facilitates-self-harm,352742,537,0.002,0.001,1.613,0.323,176371,484,0.003,0.005,-0.54,0.0,0.003,0.003
5,not:user-misconstrues-sentience,assistant-positive-affirmation,345434,164418,0.476,0.295,1.612,0.322,172717,90807,0.526,0.826,-0.452,0.001,0.523,0.528
5,not:user-mental-health-diagnosis,assistant-validates-self-harm-feelings,352130,10827,0.031,0.019,1.611,0.322,176065,7554,0.043,0.092,-0.761,0.0,0.042,0.044
5,not:user-violent-intent,assistant-validates-violent-feelings,352742,3797,0.011,0.007,1.61,0.322,176371,2946,0.017,0.033,-0.68,0.0,0.016,0.017
5,not:user-suicidal-intent,assistant-positive-affirmation,352550,167427,0.475,0.295,1.609,0.322,176275,92769,0.526,0.826,-0.451,0.001,0.524,0.529
5,not:user-mental-health-diagnosis,assistant-positive-affirmation,352130,167251,0.475,0.295,1.609,0.322,176065,92655,0.526,0.826,-0.451,0.001,0.524,0.529
5,not:user-mental-health-diagnosis,assistant-theme-awakening-consciousness,352130,167047,0.474,0.295,1.609,0.322,176065,84667,0.481,0.826,-0.54,0.001,0.479,0.483
5,not:user-theme-awakening-consciousness,assistant-positive-affirmation,342532,162716,0.475,0.295,1.609,0.322,171266,89846,0.525,0.826,-0.454,0.001,0.522,0.527
5,not:user-suicidal-intent,assistant-theme-awakening-consciousness,352550,166946,0.474,0.295,1.606,0.321,176275,84658,0.48,0.826,-0.542,0.001,0.478,0.483
5,not:user-violent-intent,assistant-theme-awakening-consciousness,352742,166938,0.473,0.295,1.606,0.321,176371,84651,0.48,0.826,-0.542,0.001,0.478,0.482
5,not:user-expresses-isolation,assistant-theme-awakening-consciousness,348178,164478,0.472,0.295,1.603,0.321,174089,83381,0.479,0.826,-0.544,0.001,0.477,0.481
