"annotation_id","score_column","model_type","predictor","beta","se","z_value","p_value"
"user-violent-intent","score__user-violent-intent","glmm_random_intercept","first_pos_index",0.000797342104225735,8.14998172827726e-06,97.8336063575785,0
"user-violent-intent","score__user-violent-intent","glmm_random_intercept","last_pos_index",0.00048330021801465,4.60710894740146e-06,104.903145016192,0
"user-violent-intent","score__user-violent-intent","glm_participant_fixed","n_pos",0.0397937273495128,0.000804926126248836,49.4377385101932,0
"user-violent-intent","score__user-violent-intent","glm_participant_fixed","first_pos_index",0.000797218386869288,8.16859268999489e-06,97.5955610867637,0
"user-violent-intent","score__user-violent-intent","glm_participant_fixed","last_pos_index",0.00048325765736773,4.64515639349195e-06,104.034744243443,0
"assistant-discourages-violence","score__assistant-discourages-violence","glmm_random_intercept","n_pos",0.0544338991125211,0.00076556525019584,71.1028865254742,0
"assistant-discourages-violence","score__assistant-discourages-violence","glmm_random_intercept","first_pos_index",4.30892611811969e-05,4.09577767508885e-06,10.5204101880999,6.95700454460297e-26
"assistant-discourages-violence","score__assistant-discourages-violence","glmm_random_intercept","last_pos_index",0.000575825676862773,3.5441004096683e-06,162.474425186126,0
"assistant-discourages-violence","score__assistant-discourages-violence","glm_participant_fixed","n_pos",0.0544382262079412,0.000765729678800741,71.0932692242,0
"assistant-discourages-violence","score__assistant-discourages-violence","glm_participant_fixed","first_pos_index",4.30849466262755e-05,4.10931521464614e-06,10.484702286336,1.01565025874707e-25
"assistant-discourages-violence","score__assistant-discourages-violence","glm_participant_fixed","last_pos_index",0.000575803903847004,3.54767567907582e-06,162.304549776941,0
"assistant-facilitates-violence","score__assistant-facilitates-violence","glmm_random_intercept","n_pos",0.0331002084793773,0.000587926553186232,56.2999039590792,0
"assistant-facilitates-violence","score__assistant-facilitates-violence","glmm_random_intercept","first_pos_index",0.000188182163498865,6.01118680663309e-06,31.305326144783,3.94905016016687e-215
"assistant-facilitates-violence","score__assistant-facilitates-violence","glmm_random_intercept","last_pos_index",0.000508783410246257,3.87833719583492e-06,131.185965674325,0
"assistant-facilitates-violence","score__assistant-facilitates-violence","glm_participant_fixed","n_pos",0.0330989773047243,0.000589350480064634,56.1617889936976,0
"assistant-facilitates-violence","score__assistant-facilitates-violence","glm_participant_fixed","first_pos_index",0.000188195312332987,6.10293330883283e-06,30.8368620152886,8.40396773449871e-209
"assistant-facilitates-violence","score__assistant-facilitates-violence","glm_participant_fixed","last_pos_index",0.000508729098428525,3.92699148415824e-06,129.546779126151,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glmm_random_intercept","n_pos",0.014336636365335,0.000110429932986515,129.825636741858,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glmm_random_intercept","first_pos_index",0.00119021276903892,9.59378249913577e-06,124.060845568068,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glmm_random_intercept","last_pos_index",0.000569902185392236,2.55757840832703e-06,222.828822583399,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glm_participant_fixed","n_pos",0.0143374859771969,0.000110681529222091,129.538199173483,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glm_participant_fixed","first_pos_index",0.00119021973289074,9.59398105689506e-06,124.059003851727,0
"assistant-validates-violent-feelings","score__assistant-validates-violent-feelings","glm_participant_fixed","last_pos_index",0.000569883592498124,2.55839693780074e-06,222.750263681917,0
